,,,,,,,,,,
Key: Market,Key: Index (Market Area + Budget),Make and Model,Average Annual Earnings Rounded,Average Annual ROI,Vehicle Value,Annual Loan Cost,Average Annual Earnings Rounded,Vehicle Value Rounded,Loan Cost Rounded,Concat
Phoenix,Phoenix$40K to $100K,Cadillac Escalade,,0.1621,,,17109.63,66447,14723.23,PhoenixCadillac Escalade
Las Vegas,Las Vegas$40K to $100K,Lincoln Navigator L,,0.1621,,,13602.77,52828,11705.55,Las VegasLincoln Navigator L
Austin,Austin$40K to $100K,Porsche Panamera,,0.1619,,,15553.76,60413,13386.22,AustinPorsche Panamera
Atlanta,Atlanta$25K to $40K,Cadillac Xt6,,0.1616,,,9747.72,37872,8391.62,AtlantaCadillac Xt6
Anchorage,Anchorage$25K to $40K,Audi A5,,0.1613,,,7669.47,29806,6604.37,AnchorageAudi A5
Austin,Austin$40K to $100K,Tesla Model Y,,0.1608,,,13642.38,53039,11752.3,AustinTesla Model Y
Chicago,Chicago$25K to $40K,Acura Rdx,,0.1606,,,7755.54,30159,6682.59,ChicagoAcura Rdx
New York / New Jersey / Long Island,New York / New Jersey / Long Island$40K to $100K,Mercedes-Benz Gls-Class,,0.1601,,,15358.53,59747,13238.65,New York / New Jersey / Long IslandMercedes-Benz Gls-Class
Miami / Fort Lauderdale,Miami / Fort Lauderdale$25K to $40K,Acura Tlx,,0.1591,,,6696.44,26074,5777.44,Miami / Fort LauderdaleAcura Tlx
Miami / Fort Lauderdale,Miami / Fort Lauderdale$25K to $40K,Lexus Is,,0.159,,,8289.79,32280,7152.56,Miami / Fort LauderdaleLexus Is
Atlanta,Atlanta$10K to $25K,Ford Edge,,0.1583,,,5174.6,20161,4467.24,AtlantaFord Edge
Phoenix,Phoenix$40K to $100K,Hyundai Ioniq 5,,0.1572,,,12196.59,47567,10539.83,PhoenixHyundai Ioniq 5
Washington DC / Baltimore,Washington DC / Baltimore$10K to $25K,Polaris Slingshot,,0.1571,,,6014.1,23456,5197.35,Washington DC / BaltimorePolaris Slingshot
New York / New Jersey / Long Island,New York / New Jersey / Long Island$25K to $40K,Chevrolet Camaro,,0.157,,,7253.12,28292,6268.9,New York / New Jersey / Long IslandChevrolet Camaro
Phoenix,Phoenix$10K to $25K,Subaru Forester,,0.1569,,,6161.92,24037,5326.08,PhoenixSubaru Forester
US: Other,US: Other$25K to $40K,Toyota Avalon Hybrid,,0.1568,,,9006.92,35139,7786.05,US: OtherToyota Avalon Hybrid
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$40K to $100K,Audi Rs 5,,0.1567,,,14034.36,54758,12133.2,Los Angeles / Riverside / Orange CountyAudi Rs 5
National Average,National Average$10K to $25K,Honda Civic Si,,0.1566,,,5911.07,23065,5110.71,National AverageHonda Civic Si
Atlanta,Atlanta$25K to $40K,Jeep Grand Cherokee L,,0.1561,,,10245.57,39994,8861.81,AtlantaJeep Grand Cherokee L
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$10K to $25K,Honda Clarity Plug-In Hybrid,,0.1561,,,6247.37,24387,5403.64,Boston / Worcester / LawrenceHonda Clarity Plug-In Hybrid
US: Other,US: Other$40K to $100K,Cadillac Escalade Esv,,0.1561,,,16116.55,62913,13940.17,US: OtherCadillac Escalade Esv
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,Honda Passport,,0.1559,,,8260.97,32254,7146.79,San Francisco / Oakland / San JoseHonda Passport
Orlando,Orlando$25K to $40K,Toyota Corolla Cross,,0.1554,,,7729.81,30192,6689.9,OrlandoToyota Corolla Cross
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$40K to $100K,Hyundai Ioniq 5,,0.1552,,,12175.13,47567,10539.83,San Francisco / Oakland / San JoseHyundai Ioniq 5
Phoenix,Phoenix$40K to $100K,Jeep Grand Wagoneer,,0.1547,,,21123,82556,18292.64,PhoenixJeep Grand Wagoneer
US: Other,US: Other$25K to $40K,Honda Accord Hybrid,,0.1545,,,6626.89,25905,5739.99,US: OtherHonda Accord Hybrid
Atlanta,Atlanta$25K to $40K,Chevrolet Blazer,,0.1544,,,7445.82,29110,6450.15,AtlantaChevrolet Blazer
Chicago,Chicago$10K to $25K,Volkswagen Passat,,0.1542,,,4977.86,19464,4312.8,ChicagoVolkswagen Passat
Miami / Fort Lauderdale,Miami / Fort Lauderdale$40K to $100K,Tesla Model X,,0.1542,,,18968.67,74170,16434.48,Miami / Fort LauderdaleTesla Model X
Washington DC / Baltimore,Washington DC / Baltimore$10K to $25K,INFINITI Qx30,,0.154,,,5374.43,21019,4657.36,Washington DC / BaltimoreINFINITI Qx30
San Diego,San Diego$10K to $25K,Mitsubishi Eclipse Cross,,0.1539,,,5018.88,19630,4349.59,San DiegoMitsubishi Eclipse Cross
Orlando,Orlando$25K to $40K,Kia K5,,0.1536,,,6720.44,26292,5825.74,OrlandoKia K5
Houston,Houston$40K to $100K,Tesla Model 3,,0.1535,,,10646.13,41653,9229.41,HoustonTesla Model 3
Phoenix,Phoenix$40K to $100K,Audi S5,,0.1535,,,10584.66,41413,9176.23,PhoenixAudi S5
Las Vegas,Las Vegas$25K to $40K,Hyundai Santa Cruz,,0.1534,,,8247.41,32270,7150.34,Las VegasHyundai Santa Cruz
Seattle / Tacoma,Seattle / Tacoma$25K to $40K,Kia Sportage Hybrid,,0.1534,,,7871.66,30800,6824.62,Seattle / TacomaKia Sportage Hybrid
Orlando,Orlando$40K to $100K,Genesis Gv80,,0.1534,,,13592.15,53184,11784.43,OrlandoGenesis Gv80
National Average,National Average$40K to $100K,Porsche Cayenne,,0.1533,,,14660.9,57370,12711.96,National AveragePorsche Cayenne
Miami / Fort Lauderdale,Miami / Fort Lauderdale$40K to $100K,BMW X3 M,,0.1533,,,15204.79,59499,13183.7,Miami / Fort LauderdaleBMW X3 M
Houston,Houston$40K to $100K,BMW 8 Series Gran Coupe,,0.1533,,,17628.61,68984,15285.37,HoustonBMW 8 Series Gran Coupe
Atlanta,Atlanta$25K to $40K,Dodge Challenger,,0.1529,,,7518.09,29431,6521.28,AtlantaDodge Challenger
Denver / Boulder,Denver / Boulder$40K to $100K,Land Rover Range Rover Sport,,0.1528,,,15007.85,58752,13018.18,Denver / BoulderLand Rover Range Rover Sport
National Average,National Average$25K to $40K,Toyota Prius Prime,,0.1522,,,7703.03,30171,6685.25,National AverageToyota Prius Prime
Dallas / Fort Worth,Dallas / Fort Worth$10K to $25K,Honda Cr-V,,0.1521,,,6224,24380,5402.08,Dallas / Fort WorthHonda Cr-V
Chicago,Chicago$25K to $40K,Toyota Rav4,,0.1519,,,6550.67,25666,5687.03,ChicagoToyota Rav4
Orlando,Orlando$40K to $100K,BMW X5,,0.1511,,,10632.65,41688,9237.17,OrlandoBMW X5
New York / New Jersey / Long Island,New York / New Jersey / Long Island$25K to $40K,Toyota Corolla Cross,,0.1507,,,7698.39,30192,6689.9,New York / New Jersey / Long IslandToyota Corolla Cross
Atlanta,Atlanta$40K to $100K,GMC Yukon Xl,,0.1504,,,13560.28,53196,11787.09,AtlantaGMC Yukon Xl
Houston,Houston$25K to $40K,Kia K5,,0.1503,,,6701.57,26292,5825.74,HoustonKia K5
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$40K to $100K,Genesis Gv70,,0.15,,,12641.64,49609,10992.29,Los Angeles / Riverside / Orange CountyGenesis Gv70
National Average,National Average$25K to $40K,Audi A6,,0.149,,,8073.74,31713,7026.92,National AverageAudi A6
Phoenix,Phoenix$25K to $40K,Kia Sportage Hybrid,,0.1489,,,7840.9,30800,6824.62,PhoenixKia Sportage Hybrid
Chicago,Chicago$25K to $40K,Mercedes-Benz Cla-Class,,0.1485,,,7068,27775,6154.34,ChicagoMercedes-Benz Cla-Class
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$10K to $25K,INFINITI Q50,,0.1484,,,6083.43,23907,5297.28,Boston / Worcester / LawrenceINFINITI Q50
New York / New Jersey / Long Island,New York / New Jersey / Long Island$25K to $40K,Mercedes-Benz Glb-Class,,0.1484,,,9256.52,36377,8060.36,New York / New Jersey / Long IslandMercedes-Benz Glb-Class
Phoenix,Phoenix$25K to $40K,MINI Countryman,,0.1479,,,6477.04,25466,5642.72,PhoenixMINI Countryman
US: Other,US: Other$25K to $40K,Toyota Gr86,,0.1477,,,8355.98,32857,7280.41,US: OtherToyota Gr86
Atlanta,Atlanta$25K to $40K,Alfa Romeo Giulia,,0.1475,,,6993.47,27505,6094.52,AtlantaAlfa Romeo Giulia
Dallas / Fort Worth,Dallas / Fort Worth$25K to $40K,Buick Enclave,,0.1472,,,7147.97,28121,6231.01,Dallas / Fort WorthBuick Enclave
Washington DC / Baltimore,Washington DC / Baltimore$10K to $25K,Subaru Crosstrek,,0.1471,,,5987.51,23557,5219.73,Washington DC / BaltimoreSubaru Crosstrek
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$40K to $100K,Porsche 718 Cayman,,0.1462,,,14755.69,58098,12873.27,Los Angeles / Riverside / Orange CountyPorsche 718 Cayman
Miami / Fort Lauderdale,Miami / Fort Lauderdale$40K to $100K,Porsche 718,,0.1461,,,14187.27,55868,12379.15,Miami / Fort LauderdalePorsche 718
Tampa,Tampa$25K to $40K,Audi Sq5,,0.146,,,10124.9,39872,8834.78,TampaAudi Sq5
Houston,Houston$40K to $100K,BMW X7,,0.1459,,,15920.3,62704,13893.86,HoustonBMW X7
New York / New Jersey / Long Island,New York / New Jersey / Long Island$40K to $100K,Lincoln Aviator,,0.1458,,,12289.05,48406,10725.73,New York / New Jersey / Long IslandLincoln Aviator
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Acura Rdx,,0.1457,,,7656.12,30159,6682.59,Los Angeles / Riverside / Orange CountyAcura Rdx
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Subaru Crosstrek,,0.1451,,,5977.18,23557,5219.73,Miami / Fort LauderdaleSubaru Crosstrek
Houston,Houston$25K to $40K,Lexus Rx,,0.1447,,,9580.15,37769,8368.8,HoustonLexus Rx
New York / New Jersey / Long Island,New York / New Jersey / Long Island$25K to $40K,Hyundai Palisade,,0.1442,,,8495.17,33509,7424.88,New York / New Jersey / Long IslandHyundai Palisade
National Average,National Average$40K to $100K,BMW 8 Series,,0.1439,,,16346.56,64495,14290.71,National AverageBMW 8 Series
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$25K to $40K,Volkswagen Atlas Cross Sport,,0.1435,,,8108.45,32001,7090.73,Boston / Worcester / LawrenceVolkswagen Atlas Cross Sport
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$40K to $100K,Chevrolet Corvette,,0.1429,,,18170.89,71754,15899.15,San Francisco / Oakland / San JoseChevrolet Corvette
Denver / Boulder,Denver / Boulder$40K to $100K,Toyota Rav4 Prime,,0.1426,,,11501.54,45431,10066.53,Denver / BoulderToyota Rav4 Prime
Seattle / Tacoma,Seattle / Tacoma$10K to $25K,Toyota Corolla Hybrid,,0.1425,,,6250.57,24690,5470.77,Seattle / TacomaToyota Corolla Hybrid
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,Toyota Gr86,,0.142,,,8314.26,32857,7280.41,San Francisco / Oakland / San JoseToyota Gr86
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Audi Tt,,0.1417,,,9518.36,37627,8337.34,Los Angeles / Riverside / Orange CountyAudi Tt
Chicago,Chicago$25K to $40K,Toyota Prius Prime,,0.1416,,,7631.94,30171,6685.25,ChicagoToyota Prius Prime
National Average,National Average$40K to $100K,Cadillac Escalade,,0.1414,,,16805.28,66447,14723.23,National AverageCadillac Escalade
Houston,Houston$25K to $40K,Kia Carnival,,0.1413,,,9459.97,37409,8289.03,HoustonKia Carnival
Phoenix,Phoenix$40K to $100K,Lexus Ls,,0.1412,,,12636.44,49972,11072.72,PhoenixLexus Ls
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Volvo S90,,0.141,,,6066.97,23998,5317.44,Miami / Fort LauderdaleVolvo S90
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Toyota Gr86,,0.1408,,,8305.22,32857,7280.41,Los Angeles / Riverside / Orange CountyToyota Gr86
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,Volvo Xc90,,0.1406,,,7993.78,31630,7008.53,San Francisco / Oakland / San JoseVolvo Xc90
Washington DC / Baltimore,Washington DC / Baltimore$40K to $100K,Porsche 718 Boxster,,0.1404,,,13694.24,54196,12008.67,Washington DC / BaltimorePorsche 718 Boxster
Atlanta,Atlanta$25K to $40K,Mercedes-Benz Glc-Class,,0.14,,,8051.52,31874,7062.59,AtlantaMercedes-Benz Glc-Class
Orlando,Orlando$25K to $40K,Lexus Nx,,0.1398,,,7686.4,30434,6743.52,OrlandoLexus Nx
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,FIAT 500e,,0.1398,,,3685.8,14594,3233.72,San Francisco / Oakland / San JoseFIAT 500e
Las Vegas,Las Vegas$25K to $40K,Audi A6,,0.1397,,,8008.39,31713,7026.92,Las VegasAudi A6
US: Other,US: Other$40K to $100K,Lincoln Navigator,,0.1395,,,12901.6,51096,11321.78,US: OtherLincoln Navigator
New York / New Jersey / Long Island,New York / New Jersey / Long Island$25K to $40K,Dodge Charger,,0.1391,,,8288.82,32840,7276.64,New York / New Jersey / Long IslandDodge Charger
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,Jeep Wrangler Jk Unlimited,,0.139,,,6301.72,24969,5532.59,San Francisco / Oakland / San JoseJeep Wrangler Jk Unlimited
New York / New Jersey / Long Island,New York / New Jersey / Long Island$25K to $40K,GMC Acadia,,0.139,,,6694.34,26526,5877.59,New York / New Jersey / Long IslandGMC Acadia
New York / New Jersey / Long Island,New York / New Jersey / Long Island$40K to $100K,Kia Ev6,,0.1389,,,12834.54,50858,11269.04,New York / New Jersey / Long IslandKia Ev6
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$40K to $100K,BMW I4,,0.1381,,,15099.15,59875,13267.01,San Francisco / Oakland / San JoseBMW I4
Houston,Houston$25K to $40K,Land Rover Discovery,,0.1378,,,8920.2,35382,7839.89,HoustonLand Rover Discovery
US: Other,US: Other$25K to $40K,Audi A4 Allroad,,0.1375,,,7535.92,29898,6624.76,US: OtherAudi A4 Allroad
Atlanta,Atlanta$40K to $100K,Chevrolet Silverado 3500hd,,0.1375,,,11651.84,46228,10243.13,AtlantaChevrolet Silverado 3500hd
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$10K to $25K,Jeep Wrangler Jk,,0.1374,,,5626.5,22325,4946.74,San Francisco / Oakland / San JoseJeep Wrangler Jk
US: Other,US: Other$25K to $40K,Nissan Titan Xd,,0.1374,,,8523.32,33821,7494.01,US: OtherNissan Titan Xd
Atlanta,Atlanta$10K to $25K,Hyundai Santa Fe,,0.1373,,,5896.09,23397,5184.27,AtlantaHyundai Santa Fe
Phoenix,Phoenix$40K to $100K,BMW 7 Series,,0.1372,,,12237.62,48568,10761.63,PhoenixBMW 7 Series
Orlando,Orlando$25K to $40K,Audi Sq5,,0.1371,,,10046.32,39872,8834.78,OrlandoAudi Sq5
Denver / Boulder,Denver / Boulder$40K to $100K,Porsche Cayenne,,0.1371,,,14455.11,57370,12711.96,Denver / BoulderPorsche Cayenne
New York / New Jersey / Long Island,New York / New Jersey / Long Island$40K to $100K,BMW M4,,0.1371,,,16147.67,64089,14200.75,New York / New Jersey / Long IslandBMW M4
Austin,Austin$10K to $25K,Chevrolet Bolt Ev,,0.1366,,,6070.06,24102,5340.49,AustinChevrolet Bolt Ev
Houston,Houston$10K to $25K,Cadillac Xts,,0.1359,,,6219.88,24713,5475.87,HoustonCadillac Xts
Washington DC / Baltimore,Washington DC / Baltimore$10K to $25K,Mitsubishi Eclipse Cross,,0.1357,,,4939.64,19630,4349.59,Washington DC / BaltimoreMitsubishi Eclipse Cross
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$40K to $100K,Lincoln Navigator,,0.1355,,,12855.87,51096,11321.78,Los Angeles / Riverside / Orange CountyLincoln Navigator
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,Acura Rdx,,0.1353,,,7586.49,30159,6682.59,San Francisco / Oakland / San JoseAcura Rdx
Chicago,Chicago$25K to $40K,Jeep Wrangler Unlimited,,0.135,,,8681.29,34518,7648.45,ChicagoJeep Wrangler Unlimited
New York / New Jersey / Long Island,New York / New Jersey / Long Island$25K to $40K,Audi Sq5,,0.135,,,10027.31,39872,8834.78,New York / New Jersey / Long IslandAudi Sq5
Las Vegas,Las Vegas$40K to $100K,BMW M4,,0.1349,,,16116.49,64089,14200.75,Las VegasBMW M4
New York / New Jersey / Long Island,New York / New Jersey / Long Island$40K to $100K,Lexus Gx,,0.1347,,,10072.77,40063,8877.1,New York / New Jersey / Long IslandLexus Gx
Houston,Houston$40K to $100K,Ford Expedition,,0.1341,,,10232.72,40722,9023.12,HoustonFord Expedition
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$40K to $100K,Land Rover Range Rover Sport,,0.134,,,14762.38,58752,13018.18,Boston / Worcester / LawrenceLand Rover Range Rover Sport
Phoenix,Phoenix$25K to $40K,Ram 1500 Classic,,0.1339,,,7588.25,30202,6692.12,PhoenixRam 1500 Classic
Las Vegas,Las Vegas$40K to $100K,Tesla Model Y,,0.1339,,,13325.4,53039,11752.3,Las VegasTesla Model Y
Washington DC / Baltimore,Washington DC / Baltimore$10K to $25K,Kia Seltos,,0.1335,,,6032.86,24021,5322.54,Washington DC / BaltimoreKia Seltos
San Francisco / Oakland / San Jose,San Francisco / Oakland / San Jose$25K to $40K,Toyota Camry Hybrid,,0.1332,,,7543.29,30043,6656.88,San Francisco / Oakland / San JoseToyota Camry Hybrid
San Diego,San Diego$40K to $100K,Tesla Model 3,,0.133,,,10456.65,41653,9229.41,San DiegoTesla Model 3
Dallas / Fort Worth,Dallas / Fort Worth$40K to $100K,Audi Q8,,0.1329,,,14223.5,56660,12554.64,Dallas / Fort WorthAudi Q8
Phoenix,Phoenix$40K to $100K,Porsche Cayenne,,0.1329,,,14401.52,57370,12711.96,PhoenixPorsche Cayenne
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Volvo Xc60,,0.1326,,,8237.31,32822,7272.65,Los Angeles / Riverside / Orange CountyVolvo Xc60
Phoenix,Phoenix$25K to $40K,BMW 2 Series,,0.1324,,,7570.68,30172,6685.47,PhoenixBMW 2 Series
US: Other,US: Other$40K to $100K,Land Rover Range Rover Sport,,0.1322,,,14739.47,58752,13018.18,US: OtherLand Rover Range Rover Sport
Miami / Fort Lauderdale,Miami / Fort Lauderdale$25K to $40K,Toyota Rav4 Hybrid,,0.1319,,,8241.55,32859,7280.85,Miami / Fort LauderdaleToyota Rav4 Hybrid
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$10K to $25K,Mazda Cx-5,,0.1319,,,5413.28,21584,4782.55,Boston / Worcester / LawrenceMazda Cx-5
Houston,Houston$25K to $40K,Toyota 4runner,,0.1317,,,8808.22,35127,7783.39,HoustonToyota 4runner
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$25K to $40K,Nissan Frontier,,0.131,,,6691.64,26701,5916.37,Boston / Worcester / LawrenceNissan Frontier
Orlando,Orlando$25K to $40K,Toyota Highlander Hybrid,,0.1308,,,9043.92,36094,7997.66,OrlandoToyota Highlander Hybrid
San Diego,San Diego$10K to $25K,Honda Fit,,0.1307,,,4168.91,16640,3687.07,San DiegoHonda Fit
New York / New Jersey / Long Island,New York / New Jersey / Long Island$25K to $40K,Jeep Grand Cherokee L,,0.1306,,,10019.24,39994,8861.81,New York / New Jersey / Long IslandJeep Grand Cherokee L
New York / New Jersey / Long Island,New York / New Jersey / Long Island$10K to $25K,Nissan Leaf,,0.1305,,,5913.48,23608,5231.03,New York / New Jersey / Long IslandNissan Leaf
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Ford Super Duty F-350,,0.1303,,,8454.3,33756,7479.61,Los Angeles / Riverside / Orange CountyFord Super Duty F-350
Denver / Boulder,Denver / Boulder$40K to $100K,Jeep Grand Wagoneer,,0.1303,,,20675.79,82556,18292.64,Denver / BoulderJeep Grand Wagoneer
US: Other,US: Other$25K to $40K,Volvo S60,,0.1302,,,6421.92,25643,5681.94,US: OtherVolvo S60
Miami / Fort Lauderdale,Miami / Fort Lauderdale$25K to $40K,Lexus Rx,,0.13,,,9457.09,37769,8368.8,Miami / Fort LauderdaleLexus Rx
Anchorage,Anchorage$40K to $100K,Ford Bronco,,0.13,,,12953.54,51736,11463.59,AnchorageFord Bronco
Tampa,Tampa$25K to $40K,Lexus Is,,0.1299,,,8081.89,32280,7152.56,TampaLexus Is
Washington DC / Baltimore,Washington DC / Baltimore$40K to $100K,Volvo Xc90 Recharge Plug-In Hybrid,,0.1297,,,15169.45,60601,13427.88,Washington DC / BaltimoreVolvo Xc90 Recharge Plug-In Hybrid
New York / New Jersey / Long Island,New York / New Jersey / Long Island$25K to $40K,Toyota Rav4 Hybrid,,0.1297,,,8224.95,32859,7280.85,New York / New Jersey / Long IslandToyota Rav4 Hybrid
Atlanta,Atlanta$10K to $25K,INFINITI Qx30,,0.1296,,,5260.89,21019,4657.36,AtlantaINFINITI Qx30
National Average,National Average$25K to $40K,Hyundai Tucson Plug-In Hybrid,,0.1296,,,8160.28,32604,7224.35,National AverageHyundai Tucson Plug-In Hybrid
San Diego,San Diego$40K to $100K,Land Rover Defender,,0.1291,,,16286.59,65096,14423.88,San DiegoLand Rover Defender
Austin,Austin$25K to $40K,Chevrolet Silverado 1500,,0.129,,,8666.71,34645,7676.59,AustinChevrolet Silverado 1500
Washington DC / Baltimore,Washington DC / Baltimore$25K to $40K,Toyota Highlander,,0.1288,,,7540.33,30148,6680.15,Washington DC / BaltimoreToyota Highlander
Houston,Houston$25K to $40K,Dodge Charger,,0.1287,,,8213.25,32840,7276.64,HoustonDodge Charger
San Diego,San Diego$40K to $100K,Maserati Ghibli,,0.1285,,,10370.79,41474,9189.75,San DiegoMaserati Ghibli
Tampa,Tampa$40K to $100K,Ford Expedition,,0.1284,,,10181.83,40722,9023.12,TampaFord Expedition
Miami / Fort Lauderdale,Miami / Fort Lauderdale$10K to $25K,Kia Seltos,,0.1283,,,6005.33,24021,5322.54,Miami / Fort LauderdaleKia Seltos
Washington DC / Baltimore,Washington DC / Baltimore$10K to $25K,INFINITI Q50,,0.1281,,,5975.66,23907,5297.28,Washington DC / BaltimoreINFINITI Q50
Austin,Austin$10K to $25K,Subaru Outback,,0.1279,,,5936.12,23753,5263.16,AustinSubaru Outback
Los Angeles / Riverside / Orange County,Los Angeles / Riverside / Orange County$25K to $40K,Mazda Cx-9,,0.1279,,,6802.01,27218,6030.92,Los Angeles / Riverside / Orange CountyMazda Cx-9
Boston / Worcester / Lawrence,Boston / Worcester / Lawrence$10K to $25K,Honda Fit,,0.1276,,,4157.39,16640,3687.07,Boston / Worcester / LawrenceHonda Fit
US: Other,US: Other$10K to $25K,INFINITI Qx30,,0.1276,,,5251.42,21019,4657.36,US: OtherINFINITI Qx30
